budget(in million),revenue(in million),content_score,user_score,genres,director,release_year,release_month,release_day,release_weekday,run_time (in minuts),title,url
10.0,5.34382,100,58,"Horror,Thriller",John Carpenter,2011,7,8,4,88,The Ward,https://www.themoviedb.org/movie/45657
3.5,2.01581,100,76,"Comedy,Drama",Jim Jarmusch,1991,12,12,3,128,Night on Earth,https://www.themoviedb.org/movie/339
nan,nan,50,nan,,Georgina González,2021,12,31,4,90,Finding the Werewolf,https://www.themoviedb.org/movie/684097
nan,nan,100,57,"Crime,Thriller",Clark Duke,2020,5,5,1,115,Arkansas,https://www.themoviedb.org/movie/560204
nan,0.134552,100,59,Thriller,Jon Watts,2015,8,7,4,86,Cop Car,https://www.themoviedb.org/movie/310133
30.0,62.616646,100,57,"Crime,Thriller,Drama",Brad Furman,2013,10,4,4,91,Runner Runner,https://www.themoviedb.org/movie/146238
11.0,nan,100,56,"Thriller,Drama,Mystery",Shintaro Shimosawa,2016,3,30,2,106,Misconduct,https://www.themoviedb.org/movie/373314
nan,nan,79,62,Drama,Charles Binamé,2011,7,17,6,90,Cyberbully,https://www.themoviedb.org/movie/70821
nan,nan,100,47,Comedy,Mark Quod,2010,7,27,1,95,#1 Cheerleader Camp,https://www.themoviedb.org/movie/41371
nan,nan,100,61,"Comedy,Horror",J. Michael Muro,1987,9,16,2,100,Street Trash,https://www.themoviedb.org/movie/22172
0.3,11.988469,100,66,"Horror,Science Fiction",Don Coscarelli,1979,3,28,2,89,Phantasm,https://www.themoviedb.org/movie/9638
nan,nan,100,61,"Horror,Thriller,TV Movie",Nacho Vigalondo,2018,12,7,4,90,Pooka!,https://www.themoviedb.org/movie/566949
10.0,nan,93,52,"Action,Thriller,Crime,Drama",Roel Reiné,2008,3,4,1,96,Pistol Whipped,https://www.themoviedb.org/movie/17314
nan,nan,100,66,Western,Simon Wincer,1990,10,17,2,119,Quigley Down Under,https://www.themoviedb.org/movie/9588
12.7,3.430018,100,67,Comedy,Don McKellar,2014,5,30,4,112,The Grand Seduction,https://www.themoviedb.org/movie/209185
61.0,nan,100,51,"Family,Adventure,Comedy",Laurent Tirard,2012,10,17,2,110,Asterix & Obelix: God Save Britannia,https://www.themoviedb.org/movie/99770
nan,nan,93,10,Romance,Kong Ja-kwan,2020,5,22,4,67,Pizza Dare 2,https://www.themoviedb.org/movie/704440
1.821052,1.3,100,79,Drama,Billy Wilder,1951,7,4,2,111,Ace in the Hole,https://www.themoviedb.org/movie/25364
30.0,21.289826,100,61,Comedy,Dennie Gordon,2004,5,7,4,91,New York Minute,https://www.themoviedb.org/movie/11025
10.0,50.752337,100,66,"Comedy,Family,Drama",Stephen Herek,1992,10,2,4,101,The Mighty Ducks,https://www.themoviedb.org/movie/10414
nan,1.181929,100,57,"Thriller,Drama,Horror",Pat Holden,2012,1,31,1,86,When the Lights Went Out,https://www.themoviedb.org/movie/50497
nan,0.427418,100,65,"Drama,Thriller",Jim Mickle,2014,5,23,4,109,Cold in July,https://www.themoviedb.org/movie/244509
nan,nan,100,44,Drama,Elisabeth Vogler,2019,2,22,4,83,Paris Is Us,https://www.themoviedb.org/movie/504321
nan,nan,93,76,"Animation,Comedy,Fantasy,Music",Mike Myhre,2018,10,27,5,44,My Little Pony: Best Gift Ever,https://www.themoviedb.org/movie/564638
nan,nan,100,62,Documentary,Julia Willoughby Nason,2019,1,14,0,96,Fyre Fraud,https://www.themoviedb.org/movie/575190
nan,nan,100,75,"Drama,Comedy",Mike Leigh,1993,9,14,1,131,Naked,https://www.themoviedb.org/movie/21450
nan,nan,100,69,"Adventure,Family,Fantasy,TV Movie,Horror",Mary Lambert,2001,10,12,4,81,Halloweentown II: Kalabar's Revenge,https://www.themoviedb.org/movie/34205
25.0,4.165675,100,54,"Drama,Action,Thriller",David J. Burke,2005,7,29,4,99,Edison,https://www.themoviedb.org/movie/10064
nan,nan,100,77,"Comedy,Romance",Luis Carlos Hueck,2013,12,20,4,112,"Papita, maní, tostón",https://www.themoviedb.org/movie/248424
nan,nan,100,75,"Action,Adventure",Liu Chia-Liang,1978,2,2,3,115,The 36th Chamber of Shaolin,https://www.themoviedb.org/movie/11841
nan,nan,100,53,"Romance,Comedy",Vivek Soni,2021,11,5,4,141,Meenakshi Sundareshwar,https://www.themoviedb.org/movie/828871
nan,nan,100,62,"Adventure,Comedy,Family",Jim Geoghan,2011,3,25,4,80,The Suite Life Movie,https://www.themoviedb.org/movie/60803
nan,nan,100,46,"Animation,Adventure,Family",Juan Pablo Buscarini,2007,11,17,5,88,The Ark,https://www.themoviedb.org/movie/46219
nan,nan,100,79,"Comedy,Romance",Santiago Limón,2020,1,24,4,109,Cindy La Regia,https://www.themoviedb.org/movie/579792
nan,nan,100,65,Drama,Julio Medem,2018,10,31,2,130,The Tree of Blood,https://www.themoviedb.org/movie/502350
nan,nan,100,74,"Animation,Drama",Tatsuyuki Nagai,2014,1,18,5,99,anohana: The Flower We Saw That Day - The Movie,https://www.themoviedb.org/movie/255413
nan,22.886222,100,60,"Drama,Thriller,Mystery",Sidney Lumet,1993,6,4,4,107,Guilty as Sin,https://www.themoviedb.org/movie/4916
48.0,77.745966,100,67,"Romance,Comedy,Crime",Steven Soderbergh,1998,6,26,4,123,Out of Sight,https://www.themoviedb.org/movie/1389
38.0,123.205624,100,65,"Adventure,Drama",Jean-Jacques Annaud,2015,9,11,4,116,Wolf Totem,https://www.themoviedb.org/movie/309302
nan,nan,100,63,"Drama,Thriller",Alain Guiraudie,2013,12,20,4,97,Stranger by the Lake,https://www.themoviedb.org/movie/186992
0.328,nan,100,76,"Horror,Science Fiction",James Whale,1933,11,13,0,71,The Invisible Man,https://www.themoviedb.org/movie/10787
nan,nan,100,66,"Thriller,Horror",Benjamin Arfmann,2017,11,21,1,87,Dismissed,https://www.themoviedb.org/movie/398588
nan,nan,93,63,"Drama,Thriller",Daniel Monzón,2021,10,8,4,125,Las leyes de la frontera,https://www.themoviedb.org/movie/776821
nan,nan,100,52,"Fantasy,Horror,Comedy",Michael Cooney,1997,11,18,1,89,Jack Frost,https://www.themoviedb.org/movie/27318
0.3,7.808524,56,81,"Music,Documentary",Lauren Lazin,2003,11,14,4,112,Tupac: Resurrection,https://www.themoviedb.org/movie/21525
nan,nan,71,83,Comedy,Bo Burnham,2021,7,22,3,87,Bo Burnham: Inside,https://www.themoviedb.org/movie/823754
nan,0.147172,100,63,"Thriller,History",Nick Hamm,2019,8,15,3,113,Driven,https://www.themoviedb.org/movie/520016
0.75,0.078396,100,54,"Horror,Thriller",Ti West,2011,12,30,4,102,The Innkeepers,https://www.themoviedb.org/movie/58428
nan,nan,86,70,"Adventure,Action,Fantasy",James Ward Byrkit,2011,10,18,1,10,Pirates of the Caribbean: Tales of the Code – Wedlocked,https://www.themoviedb.org/movie/230652
15.0,30.226144,100,72,Drama,Denzel Washington,2007,12,27,3,126,The Great Debaters,https://www.themoviedb.org/movie/14047
nan,nan,100,70,"Adventure,Action,Comedy",Enzo Barboni,1983,2,1,1,107,Go for It,https://www.themoviedb.org/movie/11616
nan,nan,100,48,"Action,Adventure,Thriller",James Dodson,2006,10,17,1,96,Behind Enemy Lines II: Axis of Evil,https://www.themoviedb.org/movie/10005
6.0,nan,100,44,"Action,Science Fiction,Drama",Luke Sparke,2018,7,20,4,119,Occupation,https://www.themoviedb.org/movie/503346
nan,nan,100,61,"TV Movie,Fantasy,Family",Douglas Barr,2014,11,15,5,81,Northpole,https://www.themoviedb.org/movie/299579
1.237669,2.853801,100,73,"Drama,Family,Romance",Robert Mulligan,1991,9,30,0,99,The Man in the Moon,https://www.themoviedb.org/movie/17474
nan,nan,100,61,Comedy,Lucien Jean-Baptiste,2017,1,18,2,95,He Even Has Your Eyes,https://www.themoviedb.org/movie/398920
nan,nan,100,64,"Family,Fantasy,Horror,TV Movie",Eric Bross,2010,10,22,4,97,The Boy Who Cried Werewolf,https://www.themoviedb.org/movie/48186
nan,nan,100,74,"Drama,Romance",Bavo Defurne,2011,12,20,1,96,North Sea Texas,https://www.themoviedb.org/movie/100898
3.0,7.9,100,41,"Comedy,Fantasy,Family",Matthew Weisman,1987,11,20,4,95,Teen Wolf Too,https://www.themoviedb.org/movie/15582
10.0,nan,100,68,"Family,Music,Adventure,Fantasy,Comedy",Ken Hughes,1968,12,18,2,144,Chitty Chitty Bang Bang,https://www.themoviedb.org/movie/11708
60.0,71.0,100,62,"Action,Adventure,Drama,History,War",William Friedkin,2000,4,7,4,128,Rules of Engagement,https://www.themoviedb.org/movie/10479
nan,nan,100,66,"Animation,Family",A. A. Milne,2005,9,13,1,67,Pooh's Heffalump Halloween Movie,https://www.themoviedb.org/movie/14885
nan,nan,93,67,"Action,Animation",Gou Koga,2019,8,27,1,107,Episode of Sabo: The Three Brothers' Bond - The Miraculous Reunion,https://www.themoviedb.org/movie/373877
nan,nan,100,49,"Adventure,Action,Comedy",Sheldon Lettich,2001,12,10,0,89,The Order,https://www.themoviedb.org/movie/37632
nan,nan,64,59,Documentary,Michael Del Monte,2018,4,27,4,80,Transformer,https://www.themoviedb.org/movie/512218
nan,18.696602,100,66,"Comedy,Drama",Mike Leigh,2008,11,21,4,118,Happy-Go-Lucky,https://www.themoviedb.org/movie/10503
30.0,18.19561,100,60,"Action,Crime,Drama",Peter Howitt,2001,1,12,4,108,Antitrust,https://www.themoviedb.org/movie/9989
8.0,65.2,100,71,"Music,Adventure,Comedy,Family",James Frawley,1979,6,22,4,97,The Muppet Movie,https://www.themoviedb.org/movie/11176
nan,0.016,100,68,"Animation,Adventure,Family",Davis Doi,2016,2,2,1,82,The Land Before Time XIV: Journey of the Brave,https://www.themoviedb.org/movie/339526
15.0,27.462041,100,63,"Drama,Thriller",David Cronenberg,2011,9,30,4,99,A Dangerous Method,https://www.themoviedb.org/movie/48231
nan,22.501596,100,61,"Family,Animation,Comedy,Adventure",Stefan Fjeldmark,2006,4,5,2,78,Asterix and the Vikings,https://www.themoviedb.org/movie/9642
nan,7.819851,100,62,"Crime,Drama,Horror,Thriller",Nick Hamm,2001,6,20,2,102,The Hole,https://www.themoviedb.org/movie/467
nan,nan,100,46,"Thriller,Adventure,Fantasy,Horror",Matthew Butler,2019,2,8,4,96,The Isle,https://www.themoviedb.org/movie/463364
nan,nan,100,72,"War,Drama,Thriller",Richie Smyth,2016,9,19,0,108,The Siege of Jadotville,https://www.themoviedb.org/movie/334517
8.0,nan,100,61,Comedy,Alex Zamm,2014,4,1,1,93,The Little Rascals Save the Day,https://www.themoviedb.org/movie/260535
nan,1.162422,100,80,Documentary,Louie Psihoyos,2009,7,31,4,92,The Cove,https://www.themoviedb.org/movie/23128
nan,nan,93,51,Action,Xavier Durringer,2019,2,20,2,93,Paradise Beach,https://www.themoviedb.org/movie/571650
40.0,25.804707,100,61,"Action,Drama,Mystery,Thriller,Crime",Dwight H. Little,1997,4,18,4,107,Murder at 1600,https://www.themoviedb.org/movie/9415
nan,nan,100,69,"TV Movie,Action,Adventure,Animation,Family",Steve Loter,2006,5,11,3,71,Kim Possible: So the Drama,https://www.themoviedb.org/movie/20771
0.475,3.919254,100,69,"Drama,Mystery",Rian Johnson,2006,5,12,4,110,Brick,https://www.themoviedb.org/movie/9270
17.0,nan,100,55,"Comedy,Romance",Michael Lehmann,2002,3,1,4,94,40 Days and 40 Nights,https://www.themoviedb.org/movie/2752
nan,nan,100,74,"Adventure,Family",Nicolas Vanier,2019,10,9,2,113,Spread Your Wings,https://www.themoviedb.org/movie/589982
nan,nan,100,50,History,Jim Weedon,2015,6,7,6,86,Sword of Vengeance,https://www.themoviedb.org/movie/313074
nan,nan,100,55,"Family,Comedy,Adventure",Ron Oliver,2017,4,18,1,86,Bigger Fatter Liar,https://www.themoviedb.org/movie/437042
nan,nan,100,66,"Drama,History,Thriller",Rob Reiner,2018,7,13,4,90,Shock and Awe,https://www.themoviedb.org/movie/476335
nan,nan,100,48,"Drama,Romance",Benoît Jacquot,2019,3,20,2,99,"Casanova, Last Love",https://www.themoviedb.org/movie/504605
nan,nan,100,68,"Comedy,Crime,Adventure,Fantasy",André Hunebelle,1967,6,6,1,104,Fantomas vs. Scotland Yard,https://www.themoviedb.org/movie/1875
nan,nan,100,72,"Family,Comedy",Tim McCanlies,2003,9,19,4,111,Secondhand Lions,https://www.themoviedb.org/movie/13156
nan,nan,100,75,"Drama,History",Anthony Harvey,1968,10,30,2,134,The Lion in Winter,https://www.themoviedb.org/movie/18988
nan,nan,79,31,Horror,John Ballard,1979,11,2,4,87,The Orphan,https://www.themoviedb.org/movie/167554
nan,nan,100,70,"Drama,Romance",Giuseppe Tornatore,1995,9,21,3,113,The Star Maker,https://www.themoviedb.org/movie/37975
nan,nan,100,71,"Animation,Comedy,Action,Romance",Shuji Iuchi,1991,11,2,5,74,Ranma ½: The Movie — The Battle of Nekonron: The Fight to Break the Rules!,https://www.themoviedb.org/movie/37024
35.0,16.627188,100,59,"Adventure,Animation,Comedy,Family",Colin Brady,2006,9,15,4,87,Everyone's Hero,https://www.themoviedb.org/movie/15213
nan,nan,100,71,Western,Henry Hathaway,1965,6,23,2,122,The Sons of Katie Elder,https://www.themoviedb.org/movie/16211
nan,46.405336,100,62,Thriller,Harold Becker,1993,9,29,2,107,Malice,https://www.themoviedb.org/movie/2246
26.0,nan,100,60,"Comedy,Family",Paul Feig,2006,12,8,4,90,Unaccompanied Minors,https://www.themoviedb.org/movie/18147
25.0,38.307627,100,68,Drama,Craig Gillespie,2014,5,9,4,124,Million Dollar Arm,https://www.themoviedb.org/movie/198185
nan,16.937968,100,63,Drama,Jonathan Demme,2008,10,3,4,113,Rachel Getting Married,https://www.themoviedb.org/movie/14976
nan,nan,100,68,Drama,Antonio Campos,2016,10,14,4,123,Christine,https://www.themoviedb.org/movie/339405
12.0,0.039296,100,55,"Adventure,Science Fiction,Family",Matt Drummond,2014,12,20,5,90,Dinosaur Island,https://www.themoviedb.org/movie/294093
nan,0.791762,100,55,"Horror,Thriller",Timothy Woodward Jr.,2020,10,2,4,97,The Call,https://www.themoviedb.org/movie/746817
nan,nan,100,64,"Science Fiction,Crime,Mystery",Ben C. Lucas,2017,10,5,3,96,OtherLife,https://www.themoviedb.org/movie/411999
nan,nan,100,61,"Mystery,Drama,Horror",Lucile Hadžihalilović,2016,4,22,4,81,Evolution,https://www.themoviedb.org/movie/330770
nan,nan,100,52,Comedy,Brian Newell,2018,7,3,1,83,Dead Sexy,https://www.themoviedb.org/movie/532030
10.0,24.420923,100,70,"Comedy,Drama",Jon S. Baird,2019,1,25,4,98,Stan & Ollie,https://www.themoviedb.org/movie/394741
nan,nan,100,53,Thriller,Jota Linares,2018,9,14,4,96,Unbridled,https://www.themoviedb.org/movie/517327
nan,nan,93,73,"Crime,Mystery,TV Movie",Louis Shaw Milito,2015,9,27,6,87,CSI: Immortality,https://www.themoviedb.org/movie/369892
nan,nan,100,67,"Drama,Romance",Peter Kosminsky,1992,10,16,4,105,Wuthering Heights,https://www.themoviedb.org/movie/25095
nan,nan,100,64,"Crime,Action,Thriller",Patryk Vega,2018,11,29,3,93,The Plagues of Breslau,https://www.themoviedb.org/movie/557336
1.2,0.760883,100,65,"Animation,Fantasy,Science Fiction",Ralph Bakshi,1983,8,26,4,81,Fire and Ice,https://www.themoviedb.org/movie/15035
nan,nan,100,53,"Animation,Comedy,Drama,Fantasy,Romance",Seiji Kishi,2013,4,13,5,85,Aura: Koga Maryuin's Last War,https://www.themoviedb.org/movie/225086
10.0,25.605015,100,63,"Comedy,Romance",Harry Elfont,1998,6,12,4,100,Can't Hardly Wait,https://www.themoviedb.org/movie/15037
nan,nan,100,54,Action,Stephen Herek,2009,4,21,1,92,Into the Blue 2: The Reef,https://www.themoviedb.org/movie/16931
nan,nan,100,58,"Comedy,Romance",Alek Keshishian,2006,9,9,5,91,Love and Other Disasters,https://www.themoviedb.org/movie/6641
0.777,2.437,100,65,"Drama,Mystery,Science Fiction",George Lucas,1971,3,11,3,86,THX 1138,https://www.themoviedb.org/movie/636
1.9,nan,100,67,Science Fiction,Mark Toia,2020,12,8,1,132,Monsters of Man,https://www.themoviedb.org/movie/733317
nan,nan,43,0,,Jelles Ribeiro,2021,11,19,4,19,Finding Myself,https://www.themoviedb.org/movie/859180
nan,nan,100,48,Horror,Joe Nimziki,2011,10,18,1,92,The Howling: Reborn,https://www.themoviedb.org/movie/75623
2.0,14.4,100,57,"Action,Comedy,Romance",Dax Shepard,2012,8,22,2,100,Hit & Run,https://www.themoviedb.org/movie/109513
nan,nan,100,54,"Animation,Family",Guy Vasilovich,2017,11,14,1,91,Mariah Carey's All I Want for Christmas Is You,https://www.themoviedb.org/movie/474498
nan,nan,100,69,"Animation,Action,Crime,Family",Boyd Kirkland,2021,9,18,5,67,Batman & Mr. Freeze: SubZero,https://www.themoviedb.org/movie/15805
nan,nan,100,80,Drama,Ingmar Bergman,1978,10,8,6,93,Autumn Sonata,https://www.themoviedb.org/movie/12761
20.0,17.807569,100,54,"Comedy,Drama,Romance",Scot Armstrong,2006,9,29,4,100,School for Scoundrels,https://www.themoviedb.org/movie/9842
3.8,nan,100,68,"Horror,Thriller",Dario Argento,1985,8,2,4,116,Phenomena,https://www.themoviedb.org/movie/29161
nan,14.2,100,62,"Action,Adventure,Drama",Trevanian,1975,5,21,2,123,The Eiger Sanction,https://www.themoviedb.org/movie/20187
nan,nan,100,72,Action,Kim Byung-woo,2018,12,26,2,124,Take Point,https://www.themoviedb.org/movie/557972
nan,nan,50,0,Animation,Elina Pupina,2021,11,19,4,2,Amazing Day at Home,https://www.themoviedb.org/movie/875640
nan,nan,100,59,"Action,Adventure",Sarah Isaias,2016,10,2,6,92,The Rendezvous,https://www.themoviedb.org/movie/347872
nan,nan,71,67,Comedy,Adolfo Martínez Solares,1992,7,3,4,90,Los verduleros 3,https://www.themoviedb.org/movie/204797
nan,nan,100,61,"Thriller,Crime",Corneliu Porumboiu,2020,1,8,2,97,The Whistlers,https://www.themoviedb.org/movie/504582
8.0,nan,100,67,"Thriller,Horror,Mystery",Dario Argento,1990,8,31,4,107,Opera,https://www.themoviedb.org/movie/20115
nan,nan,100,52,"Science Fiction,Action,Thriller",H.M. Coakley,2019,4,3,2,87,San Andreas Mega Quake,https://www.themoviedb.org/movie/609024
nan,nan,100,55,"Horror,Mystery,Thriller",Christophe Deroo,2016,9,27,1,75,Sam Was Here,https://www.themoviedb.org/movie/412766
nan,nan,100,51,Horror,Tony E. Valenzuela,2017,1,20,4,78,The Axe Murders of Villisca,https://www.themoviedb.org/movie/401065
nan,nan,100,48,"Drama,Thriller",Werner Herzog,2017,4,7,4,98,Salt and Fire,https://www.themoviedb.org/movie/340488
15.0,30.238577,100,57,"Comedy,Music,Romance",Elizabeth Hunter,2003,9,17,2,122,The Fighting Temptations,https://www.themoviedb.org/movie/22309
nan,nan,100,43,Comedy,Gad Elmaleh,2009,7,21,1,95,Coco,https://www.themoviedb.org/movie/18955
25.0,6.265311,100,69,"Romance,Drama",Bille August,1994,3,31,3,140,The House of the Spirits,https://www.themoviedb.org/movie/2259
25.0,10.324441,100,58,"Drama,Thriller",Rod Lurie,2011,9,16,4,110,Straw Dogs,https://www.themoviedb.org/movie/64639
nan,nan,100,59,"Thriller,Horror",Sheldon Wilson,2017,10,21,5,90,Stickman,https://www.themoviedb.org/movie/480403
nan,nan,100,57,"Comedy,Horror",Adam Green,2017,9,12,1,83,Victor Crowley,https://www.themoviedb.org/movie/472338
3.8,23.689877,100,79,Drama,Sidney Lumet,1976,11,14,6,122,Network,https://www.themoviedb.org/movie/10774
nan,0.857522,100,81,"Family,Animation,Fantasy",Tomm Moore,2014,12,19,4,93,Song of the Sea,https://www.themoviedb.org/movie/110416
nan,0.314785,100,61,"Horror,Mystery",Prano Bailey-Bond,2021,6,11,4,84,Censor,https://www.themoviedb.org/movie/663866
2.5,3.486375,100,75,Drama,Francesco Amato,2020,1,2,3,114,18 Presents,https://www.themoviedb.org/movie/630220
nan,nan,100,62,"Thriller,Crime",Abner Pastoll,2019,10,25,4,97,A Good Woman Is Hard to Find,https://www.themoviedb.org/movie/500656
9.0,nan,100,43,"Horror,Action,Thriller,Science Fiction",Richard Crudo,2009,1,1,3,94,Against the Dark,https://www.themoviedb.org/movie/15039
nan,nan,100,42,"Drama,Fantasy,Science Fiction,Thriller",Vic Sarin,2000,10,30,0,96,Left Behind: The Movie,https://www.themoviedb.org/movie/37302
9.0,21.510851,100,51,"Horror,Thriller,Mystery",Glen Morgan,2006,12,25,0,84,Black Christmas,https://www.themoviedb.org/movie/9656
1.3,0.25,100,78,Drama,Deniz Gamze Ergüven,2015,11,20,4,97,Mustang,https://www.themoviedb.org/movie/336804
nan,nan,100,67,Action,Lucas Lowe,1991,8,9,4,99,The King of the Kickboxers,https://www.themoviedb.org/movie/68895
5.0,nan,93,54,"Comedy,Drama,Family",Michael Elliot,2006,6,6,1,96,Like Mike 2: Streetball,https://www.themoviedb.org/movie/26655
2.6,nan,100,52,"Horror,Thriller",Tony Giglio,2007,12,7,4,97,Timber Falls,https://www.themoviedb.org/movie/8875
nan,nan,100,57,"Action,War,Drama,Thriller",Steven Luke,2018,2,19,0,85,Wunderland,https://www.themoviedb.org/movie/480465
nan,nan,100,70,"Animation,Action,Crime,Mystery",야마모토 야스이치로,2011,4,16,5,109,Detective Conan: Quarter of Silence,https://www.themoviedb.org/movie/77617
nan,nan,100,57,"Mystery,Horror,Thriller",Tobe Hooper,2004,11,12,4,95,Toolbox Murders,https://www.themoviedb.org/movie/16764
nan,nan,79,0,,Anna Zakhozha,2021,11,19,4,9,Squeeze. The First Approach,https://www.themoviedb.org/movie/878603
nan,nan,100,62,Comedy,Rene Bueno,2018,1,26,4,93,Lo más sencillo es complicarlo todo,https://www.themoviedb.org/movie/439961
1.0,1.204739,100,66,"Horror,Mystery,Thriller",Dario Argento,1971,5,21,4,112,The Cat o' Nine Tails,https://www.themoviedb.org/movie/27431
nan,nan,100,64,"Crime,Mystery,Thriller",William Friedkin,1980,2,15,4,102,Cruising,https://www.themoviedb.org/movie/27958
nan,nan,100,51,Comedy,Aurelio Grimaldi,1999,10,9,5,80,The Man-Eater,https://www.themoviedb.org/movie/69733
0.15,nan,100,71,"Action,Crime,Thriller",John Woo,1987,12,17,3,105,A Better Tomorrow II,https://www.themoviedb.org/movie/18305
